property_id,price,categories,bedrooms,bathrooms,garage,area,location,amenities,furnished
1606903647-5492,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606903656-5494,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606903663-5496,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606903683-5503,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606903691-5506,12075,Apartment for Rent,2,2,0,150,"Ringway Estates, Accra, Ghana",Listed,Furnished
1606903700-5509,8158,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Furnished
1606903707-5513,13743,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606903714-5516,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606903721-5519,10350,Apartment for Rent,1,1,0,65,"Spintex, Greater Accra",Listed,Furnished
1606903727-5522,16963,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606903737-5525,14895,Apartment for Rent,2,2,0,150,Cantoment accra,Listed,Furnished
1606903746-5529,10295,Apartment for Rent,2,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606903755-5532,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606903765-5535,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606903773-5538,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606903781-5541,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606903788-5545,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606903796-5548,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606903804-5551,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606903825-5556,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606903832-5559,10350,Apartment for Rent,1,1,0,65,"Spintex, Greater Accra",Listed,Furnished
1606903839-5562,16963,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606903847-5565,14895,Apartment for Rent,2,2,0,150,Cantoment accra,Listed,Furnished
1606903854-5567,10295,Apartment for Rent,2,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606903862-5570,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606903875-5574,16317,Apartment for Rent,3,3,2,216,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606903886-5578,12650,Apartment for Rent,1,1,1,50,Cantoment accra,Listed,Furnished
1606903893-5580,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606903907-5585,6325,Apartment for Rent,1,1,0,60,"Osu ,Accra,Ghana",Listed,Furnished
1606903915-5588,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606903922-5591,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606903929-5594,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606903936-5597,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606903945-5600,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606903955-5604,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606903978-5612,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606903982-5615,10350,Apartment for Rent,1,1,0,65,"Spintex, Greater Accra",Listed,Furnished
1606903989-5618,16963,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606903996-5620,10295,Apartment for Rent,2,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904003-5624,14895,Apartment for Rent,2,2,0,150,Cantoment accra,Listed,Furnished
1606904014-5626,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606904022-5629,16317,Apartment for Rent,3,3,2,216,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606904029-5632,12650,Apartment for Rent,1,1,1,50,Cantoment accra,Listed,Furnished
1606904037-5635,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606904045-5638,6325,Apartment for Rent,1,1,0,60,"Osu ,Accra,Ghana",Listed,Furnished
1606904055-5641,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606904065-5645,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606904072-5647,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606904079-5650,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606904086-5653,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606904093-5656,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606904110-5661,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606904117-5664,10350,Apartment for Rent,1,1,0,65,"Spintex, Greater Accra",Listed,Furnished
1606904123-5667,16963,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606904132-5670,14895,Apartment for Rent,2,2,0,150,Cantoment accra,Listed,Furnished
1606904140-5673,10295,Apartment for Rent,2,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904150-5676,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606904160-5679,16317,Apartment for Rent,3,3,2,216,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606904171-5682,12650,Apartment for Rent,1,1,1,50,Cantoment accra,Listed,Furnished
1606904178-5685,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606904191-5688,6325,Apartment for Rent,1,1,0,60,"Osu ,Accra,Ghana",Listed,Furnished
1606904199-5691,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606904206-5694,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606904214-5697,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606904220-5700,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606904228-5702,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606904235-5704,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606904255-5710,23863,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Furnished
1606904262-5713,10350,Apartment for Rent,1,1,0,65,"Spintex, Greater Accra",Listed,Furnished
1606904270-5716,16963,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606904278-5719,14895,Apartment for Rent,2,2,0,150,Cantoment accra,Listed,Furnished
1606904286-5722,10295,Apartment for Rent,2,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904293-5725,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606904297-5728,16317,Apartment for Rent,3,3,2,216,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606904304-5731,12650,Apartment for Rent,1,1,1,50,Cantoment accra,Listed,Furnished
1606904313-5735,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606904324-5739,6325,Apartment for Rent,1,1,0,60,"Osu ,Accra,Ghana",Listed,Furnished
1606904334-5743,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606904344-5746,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606904352-5749,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606904359-5752,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606904368-5755,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606904375-5758,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606904390-5763,14895,Apartment for Rent,2,2,0,150,Cantoment accra,Listed,Furnished
1606904398-5766,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606904405-5769,16317,Apartment for Rent,3,3,2,216,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606904414-5772,12650,Apartment for Rent,1,1,1,50,Cantoment accra,Listed,Furnished
1606904422-5775,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606904429-5778,6325,Apartment for Rent,1,1,0,60,"Osu ,Accra,Ghana",Listed,Furnished
1606904441-5782,15623,Apartment for Rent,2,2,0,85,Cantoment accra,Listed,Not Furnished
1606904453-5785,15525,Apartment for Rent,2,3,0,220,Cantoment accra,Listed,Furnished
1606904464-5789,6840,Apartment for Rent,1,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904473-5792,7475,Apartment for Rent,1,1,0,90,"Labadi Rd, Accra, Ghana",Listed,Not Furnished
1606904480-5795,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606904488-5798,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606904495-5801,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606904501-5804,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606904508-5806,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606904516-5809,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606904536-5816,10295,Apartment for Rent,2,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904541-5819,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606904549-5821,16317,Apartment for Rent,3,3,2,216,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606904556-5824,12650,Apartment for Rent,1,1,1,50,Cantoment accra,Listed,Furnished
1606904563-5827,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606904568-5830,6325,Apartment for Rent,1,1,0,60,"Osu ,Accra,Ghana",Listed,Furnished
1606904575-5833,15623,Apartment for Rent,2,2,0,85,Cantoment accra,Listed,Not Furnished
1606904585-5836,15525,Apartment for Rent,2,3,0,220,Cantoment accra,Listed,Furnished
1606904592-5839,7475,Apartment for Rent,1,1,0,90,"Labadi Rd, Accra, Ghana",Listed,Not Furnished
1606904598-5842,6840,Apartment for Rent,1,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904602-5844,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606904611-5847,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606904617-5849,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606904626-5853,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606904633-5855,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606904640-5858,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606904667-5864,10295,Apartment for Rent,2,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904671-5866,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606904678-5870,16317,Apartment for Rent,3,3,2,216,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606904685-5873,12650,Apartment for Rent,1,1,1,50,Cantoment accra,Listed,Furnished
1606904693-5875,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606904701-5879,6325,Apartment for Rent,1,1,0,60,"Osu ,Accra,Ghana",Listed,Furnished
1606904708-5881,15525,Apartment for Rent,2,3,0,220,Cantoment accra,Listed,Furnished
1606904717-5885,15623,Apartment for Rent,2,2,0,85,Cantoment accra,Listed,Not Furnished
1606904724-5887,7475,Apartment for Rent,1,1,0,90,"Labadi Rd, Accra, Ghana",Listed,Not Furnished
1606904732-5890,6840,Apartment for Rent,1,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904742-5894,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606904747-5896,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606904754-5899,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606904761-5902,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606904770-5905,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606904779-5909,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606904798-5916,10295,Apartment for Rent,2,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904810-5919,4380,Apartment for Rent,1,1,0,51,"Airport East ,Accra ,Ghana.",Listed,Furnished
1606904816-5922,16317,Apartment for Rent,3,3,2,216,"Ridge Rd, Accra, Ghana",Listed,Furnished
1606904824-5924,12650,Apartment for Rent,1,1,1,50,Cantoment accra,Listed,Furnished
1606904832-5927,10878,Apartment for Rent,2,2,0,115,Cantoment accra,Listed,Furnished
1606904841-5931,6325,Apartment for Rent,1,1,0,60,"Osu ,Accra,Ghana",Listed,Furnished
1606904848-5933,15525,Apartment for Rent,2,3,0,220,Cantoment accra,Listed,Furnished
1606904856-5937,15623,Apartment for Rent,2,2,0,85,Cantoment accra,Listed,Not Furnished
1606904863-5939,6840,Apartment for Rent,1,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904870-5943,7475,Apartment for Rent,1,1,0,90,"Labadi Rd, Accra, Ghana",Listed,Not Furnished
1606904876-5945,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606904883-5948,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606904889-5951,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606904896-5954,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606904903-5957,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606904912-5960,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606904930-5965,15623,Apartment for Rent,2,2,0,85,Cantoment accra,Listed,Not Furnished
1606904936-5968,15525,Apartment for Rent,2,3,0,220,Cantoment accra,Listed,Furnished
1606904946-5971,6840,Apartment for Rent,1,2,0,55,"Shiashie, Accra, Ghana",Listed,Furnished
1606904970-5976,7475,Apartment for Rent,1,1,0,90,"Labadi Rd, Accra, Ghana",Listed,Not Furnished
1606904983-5981,20125,Apartment for Rent,3,3,2,220,"Nyaniba Estates Park, Accra, Ghana",Listed,Furnished
1606904988-5984,25875,Apartment for Rent,3,4,2,220,Cantoment accra,Listed,Not Furnished
1606905001-5988,14950,Apartment for Rent,2,2,0,130,Airport West,Listed,Not Furnished
1606905010-5990,10878,Apartment for Rent,1,1,0,80,Cantoment accra,Listed,Furnished
1606905020-5993,8158,Apartment for Rent,1,1,0,51,"Osu ,Accra,Ghana",Listed,Furnished
1606905028-5997,5175,Apartment for Rent,1,1,0,51,"Labone, Accra, Ghana",Listed,Furnished
1606905035-6000,15229,Apartment for Rent,2,2,2,115,Cantoment accra,Listed,Not Furnished
1606905045-6003,11966,Apartment for Rent,2,2,1,90,"North Ridge, Accra, Ghana",Listed,Furnished
1606905053-6005,8974,Apartment for Rent,1,1,0,48,"Ringway, Ridge, North Ridge, Osu, Accra",Listed,Furnished
1606905067-6008,14318,Apartment for Rent,4,3,0,265,Cantoment accra,Listed,Not Furnished
1606905076-6012,6142,Apartment for Rent,1,1,0,42,"Shiashie, Accra, Ghana",Listed,Furnished
1606905085-6015,8913,Apartment for Rent,1,1,0,51,Cantoment accra,Listed,Not Furnished
1606905102-6021,10878,Apartment for Rent,2,2,1,115,"Osu ,Accra,Ghana",Listed,Not Furnished
1606905114-6025,1500,Apartment for Rent,2,2,0,115,"West Trassaco, Accra",Listed,Not Furnished
1606905123-6029,9246,Apartment for Rent,4,4,1,265,Airport Hills,Listed,Not Furnished
1606905142-6035,23115,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606905151-6038,23387,Apartment for Rent,3,2,2,216,Cantoment accra,Listed,Not Furnished
1606905161-6043,29914,Apartment for Rent,4,3,3,265,Cantoment accra,Listed,Furnished
1606905171-6046,19036,Apartment for Rent,3,2,2,216,Airport Area,Listed,Furnished
1606905178-6049,13597,Apartment for Rent,2,1,1,115,"Osu ,Accra,Ghana",Listed,Furnished
1606905191-6052,4200,Apartment for Rent,3,2,2,216,Cantoment accra,Not Listed,Not Furnished
1606905196-6055,13597,Apartment for Rent,4,4,3,265,Airport Hills,Not Listed,Not Furnished
1606905205-6058,16317,Apartment for Rent,2,2,1,115,Airport Area,Listed,Not Furnished
1606905212-6061,20124,Apartment for Rent,3,2,2,216,Airport Area,Listed,Furnished
1606905220-6063,21756,Apartment for Rent,3,3,2,216,Airport Area,Listed,Not Furnished
1606905227-6066,32633,Apartment for Rent,4,3,3,265,Cantoment accra,Listed,Not Furnished
1606905235-6069,16317,Apartment for Rent,2,2,1,115,Airport Area,Listed,Furnished
1606905243-6072,16317,Apartment for Rent,3,3,2,216,Airport Area,Listed,Not Furnished
1606905250-6074,20668,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Not Furnished
1606905261-6078,19036,Apartment for Rent,3,2,2,216,"Osu ,Accra,Ghana",Listed,Not Furnished
1606905268-6081,16317,Apartment for Rent,3,2,2,216,Airport Area,Listed,Furnished
1606905283-6085,17404,Apartment for Rent,3,2,2,216,Cantoment accra,Not Listed,Not Furnished
1606905291-6088,17404,Apartment for Rent,3,2,2,216,Airport Area,Listed,Not Furnished
1606905302-6093,32633,Apartment for Rent,4,3,3,265,Airport Area,Listed,Not Furnished
1606905314-6096,13597,Apartment for Rent,2,2,1,115,Airport Area,Listed,Furnished
1606905322-6099,4079,Apartment for Rent,2,2,1,115,Airport Area,Not Listed,Not Furnished
1606905332-6102,20668,Apartment for Rent,3,2,2,216,Airport Area,Listed,Furnished
1606905338-6105,16317,Apartment for Rent,3,2,2,216,Airport Area,Listed,Furnished
1606905345-6108,19036,Apartment for Rent,3,2,2,216,Airport Area,Not Listed,Not Furnished
1606905355-6111,15501,Apartment for Rent,2,2,1,115,Airport Area,Listed,Not Furnished
1606905364-6114,27195,Apartment for Rent,4,2,3,265,Airport Area,Listed,Furnished
1606905372-6117,19036,Apartment for Rent,3,2,2,216,Cantoment accra,Listed,Not Furnished
1606905378-6120,13597,Apartment for Rent,2,2,1,115,Airport Area,Listed,Not Furnished
1606905389-6124,20668,Apartment for Rent,3,2,2,216,Cantoment accra,Listed,Not Furnished
1606905398-6127,20668,Apartment for Rent,3,2,2,216,Cantoment accra,Listed,Not Furnished
1606905408-6130,16317,Apartment for Rent,4,3,3,265,Airport Hills,Listed,Not Furnished
1606905415-6133,17404,Apartment for Rent,4,3,1,265,Airport Hills,Listed,Not Furnished
1606905435-6138,13597,Apartment for Rent,4,3,3,265,Airport Hills,Listed,Not Furnished
1606905444-6142,28826,Apartment for Rent,4,4,0,265,Cantoment accra,Listed,Not Furnished
1606905456-6145,17404,Apartment for Rent,3,3,2,216,Airport Residential,Listed,Not Furnished
1606905465-6148,19036,Apartment for Rent,3,3,2,216,"West Airport Accra, Greater Accra, Ghana",Listed,Furnished
1606905473-6151,16317,Apartment for Rent,4,4,2,265,"Regimanuel Grey Estates, Diamond Hills, Accra, Ghana",Listed,Furnished
1606905480-6154,19036,Apartment for Rent,3,3,2,216,Cantoment accra,Listed,Furnished
1606905489-6157,38072,Apartment for Rent,4,3,3,265,Airport Area,Listed,Not Furnished
1606905500-6161,19036,Apartment for Rent,3,2,2,216,Airport Area,Listed,Furnished
1606905514-6166,16317,Apartment for Rent,2,2,1,115,Airport Area,Listed,Furnished
1606905526-6169,27195,Apartment for Rent,4,3,3,265,Cantoment accra,Listed,Not Furnished
1606905534-6172,19036,Apartment for Rent,4,3,3,265,Cantoment accra,Not Listed,Not Furnished
1606905541-6175,27195,Apartment for Rent,4,3,3,265,Cantoment accra,Listed,Not Furnished
1606905553-6180,19036,Apartment for Rent,3,4,2,216,Cantoment accra,Not Listed,Not Furnished
1606905562-6183,10878,Apartment for Rent,3,4,2,216,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606905570-6186,15773,Apartment for Rent,2,2,1,115,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606905581-6189,16317,Apartment for Rent,2,2,1,115,Airport City,Not Listed,Not Furnished
1606905612-6198,15773,Apartment for Rent,2,2,1,115,Cantoment accra,Not Listed,Not Furnished
1606905624-6201,15773,Apartment for Rent,3,4,2,216,East Legon,Not Listed,Not Furnished
1606905633-6204,24475,Apartment for Rent,3,4,2,216,Cantoment accra,Not Listed,Not Furnished
1606905643-6208,23387,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905652-6211,19036,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905661-6214,21756,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905669-6216,19036,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905680-6220,21756,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905687-6222,13597,Apartment for Rent,3,4,2,216,Cantoment accra,Not Listed,Not Furnished
1606905698-6225,16317,Apartment for Rent,3,4,2,216,Cantoment accra,Not Listed,Not Furnished
1606905710-6230,27195,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905720-6233,19036,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905737-6236,16317,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905745-6239,13597,Apartment for Rent,3,4,2,216,"Roman Ridge, Accra, Ghana.",Not Listed,Not Furnished
1606905757-6243,27195,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905768-6247,23387,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905785-6251,10878,Apartment for Rent,2,2,1,115,"Roman Ridge, Accra, Ghana.",Not Listed,Not Furnished
1606905795-6254,19036,Apartment for Rent,3,4,2,216,Cantoment accra,Not Listed,Not Furnished
1606905802-6258,16317,Apartment for Rent,3,4,2,216,Accra,Not Listed,Not Furnished
1606905813-6261,15773,Apartment for Rent,3,4,2,216,Accra,Not Listed,Not Furnished
1606905824-6265,15773,Apartment for Rent,3,4,2,216,East Legon,Not Listed,Not Furnished
1606905835-6268,15773,Apartment for Rent,3,4,2,216,East Legon,Not Listed,Not Furnished
1606905847-6272,24475,Apartment for Rent,3,4,2,216,Airport West,Not Listed,Not Furnished
1606905858-6276,10334,Apartment for Rent,1,1,1,51,Cantoment accra,Not Listed,Not Furnished
1606905865-6279,11966,Apartment for Rent,3,4,2,216,East Legon,Not Listed,Not Furnished
1606905876-6283,15773,Apartment for Rent,2,2,1,115,Cantoment accra,Not Listed,Not Furnished
1606905886-6286,19036,Apartment for Rent,4,5,3,265,Airport City,Not Listed,Not Furnished
1606905895-6288,19036,Apartment for Rent,3,4,2,216,"Labone, Accra, Ghana",Not Listed,Not Furnished
1606905906-6292,19036,Apartment for Rent,3,4,2,216,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606905915-6295,35353,Apartment for Rent,3,4,2,216,Airport West,Not Listed,Not Furnished
1606905924-6299,27195,Apartment for Rent,3,4,2,216,Airport City,Not Listed,Not Furnished
1606905933-6302,22843,Apartment for Rent,3,4,2,216,Airport West,Not Listed,Not Furnished
1606905949-6308,24475,Apartment for Rent,3,4,2,216,Airport West,Not Listed,Not Furnished
1606905959-6311,19036,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606905973-6315,26107,Apartment for Rent,3,4,2,216,Airport West,Not Listed,Not Furnished
1606905983-6318,24475,Apartment for Rent,3,4,2,216,Airport West,Not Listed,Not Furnished
1606905992-6322,16317,Apartment for Rent,3,4,2,216,Cantoment accra,Not Listed,Not Furnished
1606906004-6325,20668,Apartment for Rent,3,4,2,216,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606906012-6328,19036,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606906019-6331,19036,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606906025-6334,24475,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606906035-6338,21756,Apartment for Rent,3,4,2,216,Airport City,Not Listed,Not Furnished
1606906046-6342,19036,Apartment for Rent,3,4,2,216,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606906054-6344,24475,Apartment for Rent,3,4,2,216,Cantoment accra,Not Listed,Not Furnished
1606906064-6347,24475,Apartment for Rent,3,4,2,216,"Labone, Accra, Ghana",Not Listed,Not Furnished
1606906073-6350,19036,Apartment for Rent,3,4,2,216,"Labone, Accra, Ghana",Not Listed,Not Furnished
1606906080-6353,27195,Apartment for Rent,3,4,2,216,Airport City,Not Listed,Not Furnished
1606906088-6356,35353,Apartment for Rent,3,4,2,216,Airport West,Not Listed,Not Furnished
1606906111-6362,19036,Apartment for Rent,3,4,2,216,Airport Residential,Not Listed,Not Furnished
1606906121-6365,9790,Apartment for Rent,2,2,1,115,Dzorwulu,Not Listed,Not Furnished
1606906131-6369,16317,Apartment for Rent,2,2,1,115,"Labone, Accra, Ghana",Not Listed,Not Furnished
1606906141-6373,8702,Apartment for Rent,2,2,1,115,"West Legon, Greater Accra",Not Listed,Not Furnished
1606906148-6376,13597,Duplex apartment for Rent,2,2,1,115,Cantoment accra,Not Listed,Not Furnished
1606906158-6379,19036,Apartment for Rent,2,2,1,115,"West Airport Accra, Greater Accra, Ghana",Not Listed,Not Furnished
1606906165-6382,10878,Apartment for Rent,2,2,1,115,Cantoment accra,Not Listed,Not Furnished
1606906179-6387,15773,Apartment for Rent,2,2,1,115,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606906187-6390,15229,Duplex apartment for Rent,2,2,1,115,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606906196-6393,16317,Apartment for Rent,2,2,1,115,Airport Residential,Not Listed,Not Furnished
1606906205-6396,13053,Apartment for Rent,2,2,1,115,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606906215-6400,10878,Apartment for Rent,1,1,1,51,"Ridge Rd, Accra, Ghana",Not Listed,Not Furnished
1606906225-6404,15229,Apartment for Rent,1,1,1,51,"West Airport Accra, Greater Accra, Ghana",Not Listed,Not Furnished
1606906234-6407,12509,Apartment for Rent,1,1,1,51,Cantoment accra,Not Listed,Not Furnished
1606906242-6411,11966,Apartment for Rent,1,1,1,51,Tetteh Quarshie,Not Listed,Not Furnished
1606906275-6420,32633,Apartment for Rent,4,5,3,265,Airport Residential,Not Listed,Not Furnished
1606906286-6425,13597,Apartment for Rent,3,4,2,216,East Legon,Not Listed,Not Furnished
1606906295-6427,13597,Apartment for Rent,3,4,2,216,East Legon,Not Listed,Not Furnished
